run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR8050207	SAMEA12338405	ERX7616924	PRJEB49971	9606	Homo sapiens	6163622243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050207/ERR8050207.fastq.gz	a62bec7e7350d67ef1f3bc391f7d2117
ERR8050208	SAMEA12338406	ERX7616925	PRJEB49971	9606	Homo sapiens	3102285262	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050208/ERR8050208.fastq.gz	bb860c5d31d159c44198974e2c215cea
ERR8050209	SAMEA12338407	ERX7616926	PRJEB49971	9606	Homo sapiens	4915090907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050209/ERR8050209.fastq.gz	2b335d282451305deea36a5f1ee7db0d
ERR8050210	SAMEA12338408	ERX7616927	PRJEB49971	9606	Homo sapiens	9378302257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050210/ERR8050210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050210/ERR8050210_2.fastq.gz	56e07fa97deeefa8fd1a5cc470ade9ea;b2ad63a1deda93da7954c8c1f453da7b
ERR8050211	SAMEA12338409	ERX7616928	PRJEB49971	9606	Homo sapiens	7974629508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050211/ERR8050211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050211/ERR8050211_2.fastq.gz	fc8cabb2d5771b973994aed92d088aeb;9083b44cc705d1179dc68272dc7bbbf2
ERR8050212	SAMEA12338410	ERX7616929	PRJEB49971	9606	Homo sapiens	6755791926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050212/ERR8050212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050212/ERR8050212_2.fastq.gz	572351b1ae5ebdcf173b525782e5beaa;e4e49c07783cb2be69fc66f991e992ca
ERR8050213	SAMEA12338411	ERX7616930	PRJEB49971	9606	Homo sapiens	5295119996	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050213/ERR8050213.fastq.gz	df7670e581eab5c905c5a9f31f371ff8
ERR8050215	SAMEA12338413	ERX7616932	PRJEB49971	9606	Homo sapiens	2426371702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050215/ERR8050215.fastq.gz	294b815891e9faa54f3a5b0383b8b15d
ERR8050216	SAMEA12338414	ERX7616933	PRJEB49971	9606	Homo sapiens	4843553364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050216/ERR8050216.fastq.gz	239f6cdc09fee451c5d2a5921950379d
ERR8050217	SAMEA12338415	ERX7616934	PRJEB49971	9606	Homo sapiens	13071111329	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050217/ERR8050217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050217/ERR8050217_2.fastq.gz	38db74d980496ae549947906675d498d;fa5dedc8fd43c0df2bec14d8992e6496
ERR8050218	SAMEA12338416	ERX7616935	PRJEB49971	9606	Homo sapiens	8057165791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050218/ERR8050218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050218/ERR8050218_2.fastq.gz	9df5a7151394ad9307a6fc7ac63bdf24;628e56b673736307fce4534563f00f2d
ERR8050219	SAMEA12338417	ERX7616936	PRJEB49971	9606	Homo sapiens	4621262694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050219/ERR8050219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050219/ERR8050219_2.fastq.gz	258989f1ba3b9a407734f7905e6c7dbc;f22efe4e3c794c9bc4cda31c916c00fc
ERR8050220	SAMEA12338418	ERX7616937	PRJEB49971	9606	Homo sapiens	13715081652	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050220/ERR8050220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050220/ERR8050220_2.fastq.gz	a17a0c68d137e9979dbbf5ebe40851a2;5e0170af087a26846a0cceab78a0dc96
ERR8050221	SAMEA12338419	ERX7616938	PRJEB49971	9606	Homo sapiens	14273518845	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050221/ERR8050221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050221/ERR8050221_2.fastq.gz	503abe746a417454a4218d161f464654;0d24af1204d5b5969f90556a5a187fb8
ERR8050222	SAMEA12338420	ERX7616939	PRJEB49971	9606	Homo sapiens	8291140073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050222/ERR8050222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050222/ERR8050222_2.fastq.gz	9a61c82224d1cc499709976d9fe92de6;769eb9d6238dcc0cb7360c08cfddfb59
ERR8050223	SAMEA12338421	ERX7616940	PRJEB49971	9606	Homo sapiens	7308584508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050223/ERR8050223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050223/ERR8050223_2.fastq.gz	2d271dd425c00fa2518b4a5ffd662630;f946ff5206edcf7edfd35cf7d47caf24
ERR8050224	SAMEA12338422	ERX7616941	PRJEB49971	9606	Homo sapiens	4731019967	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050224/ERR8050224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050224/ERR8050224_2.fastq.gz	bf8202bc33c5d60dab0594e347135349;13013ebf90e0e7273b248b27e78bb087
ERR8050225	SAMEA12338423	ERX7616942	PRJEB49971	9606	Homo sapiens	5685067246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050225/ERR8050225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050225/ERR8050225_2.fastq.gz	ea1c4a9d5b0c36172568cd5e5fd8a946;beb95882ce8861caf3e095b237a3ea5a
ERR8050226	SAMEA12338424	ERX7616943	PRJEB49971	9606	Homo sapiens	6700070688	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050226/ERR8050226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050226/ERR8050226_2.fastq.gz	79b4fd0fb9d7c959cc1e3a2d37e91af5;4b11c996dd20722c95f0ce1ff7831573
ERR8050227	SAMEA12338425	ERX7616944	PRJEB49971	9606	Homo sapiens	14700011629	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050227/ERR8050227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050227/ERR8050227_2.fastq.gz	21a240b2827220f77b0825e7fc31ed5d;7915d4c74589168fb71d24028ccc83d0
ERR8050228	SAMEA12338426	ERX7616945	PRJEB49971	9606	Homo sapiens	10950432501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050228/ERR8050228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050228/ERR8050228_2.fastq.gz	6f9088898a806d63a4e15ee078e2f683;8074830ab4628f0b7aa18531c1a79ee0
ERR8050229	SAMEA12338427	ERX7616946	PRJEB49971	9606	Homo sapiens	12636772909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050229/ERR8050229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050229/ERR8050229_2.fastq.gz	b864934787eece07c0e602ea2b79a5fd;91eb2c2c6612be9e8a69c280acbf9039
ERR8050230	SAMEA12338428	ERX7616947	PRJEB49971	9606	Homo sapiens	16060662656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050230/ERR8050230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050230/ERR8050230_2.fastq.gz	24164bf296b7d97eb8cc57717f24d564;487f61beda425f6e6eabfed56d39f86e
ERR8050231	SAMEA12338429	ERX7616948	PRJEB49971	9606	Homo sapiens	17948830721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050231/ERR8050231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050231/ERR8050231_2.fastq.gz	a21bd0cbeb9b09b060be55b29405b403;fc83cbecea4c33ce4f245660ba80444e
ERR8050232	SAMEA12338430	ERX7616949	PRJEB49971	9606	Homo sapiens	16222448270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050232/ERR8050232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050232/ERR8050232_2.fastq.gz	6eab8887ea670d1c9e77934c4b21cdea;511bd6cd1b396c1e7e4ed9a3e7752a32
ERR8050233	SAMEA12338431	ERX7616950	PRJEB49971	9606	Homo sapiens	1975238405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050233/ERR8050233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050233/ERR8050233_2.fastq.gz	f8ed8632bc9641aabadb223521dc65d7;d45e11452f835562f1d029dd193dfc9d
ERR8050234	SAMEA12338432	ERX7616951	PRJEB49971	9606	Homo sapiens	8425943389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050234/ERR8050234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050234/ERR8050234_2.fastq.gz	9aca50b128e575e26b897bc55a235be8;cf57af325a0879014e5e0f9aa5f2a01a
ERR8050235	SAMEA12338433	ERX7616952	PRJEB49971	9606	Homo sapiens	6705046564	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050235/ERR8050235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050235/ERR8050235_2.fastq.gz	b8f518b5b118a3e1c6db1bdf4d4db367;088f8c272d598082cb18ca6c9d10cb10
ERR8050236	SAMEA12338434	ERX7616953	PRJEB49971	9606	Homo sapiens	6045362972	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050236/ERR8050236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050236/ERR8050236_2.fastq.gz	e4f5dcf61ca278eb3f32fc493fc14add;8910b471071435b03cf569c4f917c2ae
ERR8050237	SAMEA12338435	ERX7616954	PRJEB49971	9606	Homo sapiens	13965267778	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050237/ERR8050237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050237/ERR8050237_2.fastq.gz	508c24f87a00407b5ccaf3d5de1f981b;c300d4054e25a293a0f87c0756cdb361
ERR8050238	SAMEA12338436	ERX7616955	PRJEB49971	9606	Homo sapiens	8804480149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050238/ERR8050238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050238/ERR8050238_2.fastq.gz	d4a5619cde068230ce5a1acb2d183c49;949dde61a2665766f7d2a94cbc5e9878
ERR8050239	SAMEA12338437	ERX7616956	PRJEB49971	9606	Homo sapiens	11700055061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050239/ERR8050239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050239/ERR8050239_2.fastq.gz	c7a809a2a453d9077f07ef4d505be06b;8a0c8698fcb0a79c088c6e9b348aa1f5
ERR8050240	SAMEA12338438	ERX7616957	PRJEB49971	9606	Homo sapiens	9144322170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050240/ERR8050240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050240/ERR8050240_2.fastq.gz	0840adb20d72c119325c21206f3ef920;38e3fd1fb6badadd82f683365f8f9aa8
ERR8050241	SAMEA12338439	ERX7616958	PRJEB49971	9606	Homo sapiens	12826202327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050241/ERR8050241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050241/ERR8050241_2.fastq.gz	3b9202f28f0b1b0a947cb9c6f569d40a;fbc3e896722087175e4dddcb1bfdb0a2
ERR8050242	SAMEA12338440	ERX7616959	PRJEB49971	9606	Homo sapiens	13406672458	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050242/ERR8050242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050242/ERR8050242_2.fastq.gz	624de9baae88ba4c77214ce90622d297;7acc292ae28f12e49c74238d9460878a
ERR8050243	SAMEA12338441	ERX7616960	PRJEB49971	9606	Homo sapiens	16499724348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050243/ERR8050243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050243/ERR8050243_2.fastq.gz	1bec81977959604f07b86b8abd1e5d00;22f1d346e42813dd98779343ef12b05f
ERR8050244	SAMEA12338442	ERX7616961	PRJEB49971	9606	Homo sapiens	13351340036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050244/ERR8050244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050244/ERR8050244_2.fastq.gz	7bef5183c6024c902c8ff6903e44e136;ee97a28011ef3b7ca65261c0092e5101
ERR8050245	SAMEA12338443	ERX7616962	PRJEB49971	9606	Homo sapiens	4905783973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050245/ERR8050245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050245/ERR8050245_2.fastq.gz	fa7476d86b809cdc49f7952d032d579a;ad8280a214425c5ec30131b036550700
ERR8050246	SAMEA12338444	ERX7616963	PRJEB49971	9606	Homo sapiens	4627417869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050246/ERR8050246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050246/ERR8050246_2.fastq.gz	7401bd87111bb5b42092ff774c3f6757;2a1424e7b3a8190dd8bae546e9be01be
ERR8050247	SAMEA12338445	ERX7616964	PRJEB49971	9606	Homo sapiens	19049626636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050247/ERR8050247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050247/ERR8050247_2.fastq.gz	e4196d17f9cecedcbcade9769a1073aa;1882106f99a72152e77efe142d0e944b
ERR8050248	SAMEA12338446	ERX7616965	PRJEB49971	9606	Homo sapiens	13918578028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050248/ERR8050248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050248/ERR8050248_2.fastq.gz	5fa981073dc6c9629b1158dc82889127;f039ea6a0d4134f9ee0a97966b5e5c0c
ERR8050249	SAMEA12338447	ERX7616966	PRJEB49971	9606	Homo sapiens	24604302840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050249/ERR8050249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050249/ERR8050249_2.fastq.gz	47ea0f2e4509447f46d6f1a1df259378;a8659ff653b75b576900cd80daaad0d5
ERR8050250	SAMEA12338448	ERX7616967	PRJEB49971	9606	Homo sapiens	20408251352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050250/ERR8050250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050250/ERR8050250_2.fastq.gz	38abbd8b0edbaa265c1c77254057a3ff;d21cff024b1b92bb161d1ff028570530
ERR8050251	SAMEA12338449	ERX7616968	PRJEB49971	9606	Homo sapiens	7566474813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050251/ERR8050251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050251/ERR8050251_2.fastq.gz	ad2caffafc827776ac5974e1cd2ee43a;880984aec41888372f090ba87a470689
ERR8050252	SAMEA12338450	ERX7616969	PRJEB49971	9606	Homo sapiens	14024431348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050252/ERR8050252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050252/ERR8050252_2.fastq.gz	eec4395cd4468d756339b5793a2d9861;b0fe64fa7bc7e6ac5d07c603dd74a1f7
ERR8050253	SAMEA12338451	ERX7616970	PRJEB49971	9606	Homo sapiens	20053116989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050253/ERR8050253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050253/ERR8050253_2.fastq.gz	23ae227971fdbe2ce38f278e4ef6ac00;785a7213d41e697a21c85212066b234a
ERR8050254	SAMEA12338452	ERX7616971	PRJEB49971	9606	Homo sapiens	6591267473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050254/ERR8050254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050254/ERR8050254_2.fastq.gz	fec891b39ba6f5ae5adc8871e41d6b76;7f4f5fc3be4dfc6bcd7eaeb1e154af49
ERR8050255	SAMEA12338453	ERX7616972	PRJEB49971	9606	Homo sapiens	15116163928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050255/ERR8050255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050255/ERR8050255_2.fastq.gz	f9600be5f4dc285589abdd86563f90b7;bedb59acaa4290de12ce5e9aecdf6fc2
ERR8050256	SAMEA12338454	ERX7616973	PRJEB49971	9606	Homo sapiens	16126120621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050256/ERR8050256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050256/ERR8050256_2.fastq.gz	229c47d336e11e31bba15c884d596b5a;6d8713976f3118498741d95bff4d54f4
ERR8050257	SAMEA12338455	ERX7616974	PRJEB49971	9606	Homo sapiens	8906877182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050257/ERR8050257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050257/ERR8050257_2.fastq.gz	386d81c8a0e43e51d001c565073650e7;6a8318a793ae0ed6993460acd91f64ab
ERR8050258	SAMEA12338456	ERX7616975	PRJEB49971	9606	Homo sapiens	12904682755	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050258/ERR8050258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050258/ERR8050258_2.fastq.gz	b246d317d9ea34a4e627e34d7759513b;82119e67496c7f1462e4a7808248ee92
ERR8050259	SAMEA12338457	ERX7616976	PRJEB49971	9606	Homo sapiens	8044272434	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050259/ERR8050259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050259/ERR8050259_2.fastq.gz	7c30403b207467edf7b46a0bba0ea9c7;a121235b35c08b6e94d24af24389b41b
ERR8050260	SAMEA12338458	ERX7616977	PRJEB49971	9606	Homo sapiens	9050568343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050260/ERR8050260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050260/ERR8050260_2.fastq.gz	749fbb4497814836f1d6902e299e1f99;9b18b200bf5958b4f6ceefb8edf12a39
ERR8050261	SAMEA12338459	ERX7616978	PRJEB49971	9606	Homo sapiens	9884156413	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050261/ERR8050261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050261/ERR8050261_2.fastq.gz	fd99e7728bc35a53dfd9c971e182a1be;6f7074d35362f80a68f378d626a112db
ERR8050262	SAMEA12338460	ERX7616979	PRJEB49971	9606	Homo sapiens	6272782296	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050262/ERR8050262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050262/ERR8050262_2.fastq.gz	eb44f8232c254e61a3155017e852fe98;6c94b8ba42d1635a4cda8cba71b37a61
ERR8050263	SAMEA12338461	ERX7616980	PRJEB49971	9606	Homo sapiens	12589285291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050263/ERR8050263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050263/ERR8050263_2.fastq.gz	ddbef5f7ceff94728493ab2863a12b65;bc0c6c5441f74dcc9d437169a618203d
ERR8050264	SAMEA12338462	ERX7616981	PRJEB49971	9606	Homo sapiens	13275869215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050264/ERR8050264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050264/ERR8050264_2.fastq.gz	9ae4477f355088a9cd6781bf641621e1;8977e643b657256bd60a9e7bfe1522fd
ERR8050265	SAMEA12338463	ERX7616982	PRJEB49971	9606	Homo sapiens	14130977539	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050265/ERR8050265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050265/ERR8050265_2.fastq.gz	33365f04e5b6eb7559c92bf2a2ed2b18;1afc479ad2a8a8293a076df0872b302d
ERR8050266	SAMEA12338464	ERX7616983	PRJEB49971	9606	Homo sapiens	24323272553	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050266/ERR8050266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050266/ERR8050266_2.fastq.gz	5452c2a4f8601b524b1d7bdb11a19443;d4e81d324a636d41263e5d43b43171bd
ERR8050267	SAMEA12338465	ERX7616984	PRJEB49971	9606	Homo sapiens	21319422599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050267/ERR8050267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050267/ERR8050267_2.fastq.gz	de091d7d4c38832edda0fa4333529f08;6ca8dcf66931169d1d9b0e7bf37e99fc
ERR8050268	SAMEA12338466	ERX7616985	PRJEB49971	9606	Homo sapiens	13786296382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050268/ERR8050268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050268/ERR8050268_2.fastq.gz	e6fbb74121da6aef2ea6ce2cbd11b3db;ecd7bcded63a1f83b537e563dc6b6690
ERR8050269	SAMEA12338467	ERX7616986	PRJEB49971	9606	Homo sapiens	10166708061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050269/ERR8050269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050269/ERR8050269_2.fastq.gz	7fb3c3d9077f2fd5185f00dc92e3b375;e63d73c26745d92dd5a35f3e1c91bfd2
ERR8050270	SAMEA12338468	ERX7616987	PRJEB49971	9606	Homo sapiens	13192828698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050270/ERR8050270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050270/ERR8050270_2.fastq.gz	ead90ab9674592c086ef52e5c87b4c46;140660155d66ed49ad3666448baac858
ERR8050271	SAMEA12338469	ERX7616988	PRJEB49971	9606	Homo sapiens	11154363860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050271/ERR8050271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050271/ERR8050271_2.fastq.gz	9d8bfd8d0004ac59c9b1081b658210c7;0cdae0938e3cf85fa5f4856aa166f6b2
ERR8050272	SAMEA12338470	ERX7616989	PRJEB49971	9606	Homo sapiens	10476018604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050272/ERR8050272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050272/ERR8050272_2.fastq.gz	ae7034f5015d9d1db3fdfec722e5c6ff;e099e3c7fb40d91bd81910a61a1e873d
ERR8050273	SAMEA12338471	ERX7616990	PRJEB49971	9606	Homo sapiens	13480907843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050273/ERR8050273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050273/ERR8050273_2.fastq.gz	9c8793586bf4917b6a44fc337a86c049;dce2884b9f8584578fff64200fc6592c
ERR8050274	SAMEA12338472	ERX7616991	PRJEB49971	9606	Homo sapiens	6369466016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050274/ERR8050274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050274/ERR8050274_2.fastq.gz	e7950e6e4ec285fbf779717506680a7b;c0fb313783521a847884c581161c8cd8
ERR8050275	SAMEA12338473	ERX7616992	PRJEB49971	9606	Homo sapiens	6863149000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050275/ERR8050275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050275/ERR8050275_2.fastq.gz	101e9a7f41b9fb4140fb0d3065a18f98;c0d7024afd0f508d82d79d8ffdb6d4cb
ERR8050276	SAMEA12338474	ERX7616993	PRJEB49971	9606	Homo sapiens	7654769721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050276/ERR8050276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050276/ERR8050276_2.fastq.gz	dae07f0c07f177561e41aede2cde8b2a;3ea5fcd6dd41d4952de3c2c705ab29d7
ERR8050277	SAMEA12338475	ERX7616994	PRJEB49971	9606	Homo sapiens	7815679954	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050277/ERR8050277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050277/ERR8050277_2.fastq.gz	f081aa2058c185c0b583304ebff74c94;ca0a531488029cf543ea3ea32df039e3
ERR8050278	SAMEA12338476	ERX7616995	PRJEB49971	9606	Homo sapiens	6996710567	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050278/ERR8050278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050278/ERR8050278_2.fastq.gz	7c4202a7677f7d0d039fba3a8db01004;e68840500df159892e055137dd5b9535
