run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
ERR8050024	SAMEA12338222	ERX7616741	PRJEB49971	9606	Homo sapiens	10140579909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050024/ERR8050024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050024/ERR8050024_2.fastq.gz	01af2ddb2b1bd4f1c56f8cef782f59a4;a5c135cfe38e49e37190ddc6f9c4e8db
ERR8050025	SAMEA12338223	ERX7616742	PRJEB49971	9606	Homo sapiens	14843916919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050025/ERR8050025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050025/ERR8050025_2.fastq.gz	8e66cdfd71e1656149c34daa51443d86;73d8a76d0da0c1f39948e37ab9d2ce45
ERR8050026	SAMEA12338224	ERX7616743	PRJEB49971	9606	Homo sapiens	5823556038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050026/ERR8050026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050026/ERR8050026_2.fastq.gz	6fa0906e71be12c4ad9d3ac3d54e6b1b;47e86fa27c3b4faca113386894769151
ERR8050027	SAMEA12338225	ERX7616744	PRJEB49971	9606	Homo sapiens	13261053065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050027/ERR8050027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050027/ERR8050027_2.fastq.gz	048c34885ea1887cc2abd9fb357e7a6e;1bc716178aeb3470f655f9bfdd0b9f3e
ERR8050028	SAMEA12338226	ERX7616745	PRJEB49971	9606	Homo sapiens	13152497021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050028/ERR8050028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050028/ERR8050028_2.fastq.gz	65604f9f4a64631ab3df8a038c1b6a4c;f0f3ba51f5a81af97b46738bb54a72e1
ERR8050029	SAMEA12338227	ERX7616746	PRJEB49971	9606	Homo sapiens	8109012618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050029/ERR8050029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050029/ERR8050029_2.fastq.gz	f100533c8586dba805f2f56a7d3f3832;db0954819d154dd6e48d451d199ab112
ERR8050030	SAMEA12338228	ERX7616747	PRJEB49971	9606	Homo sapiens	18926474692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050030/ERR8050030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050030/ERR8050030_2.fastq.gz	0335c1885d3536bddbde4c4c67f85862;8b54c8e466b9a1453ede01d552ec2e93
ERR8050031	SAMEA12338229	ERX7616748	PRJEB49971	9606	Homo sapiens	8136950837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050031/ERR8050031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050031/ERR8050031_2.fastq.gz	4550f6e2a5470529057d5cb3e6faa9df;7b89d5a47ff864f1c94551902d36d6e3
ERR8050032	SAMEA12338230	ERX7616749	PRJEB49971	9606	Homo sapiens	5497216663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050032/ERR8050032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050032/ERR8050032_2.fastq.gz	c6d76e3b755a967a01f59aaf23933c12;bdac4f8423372daacfb016d53cd422ec
ERR8050033	SAMEA12338231	ERX7616750	PRJEB49971	9606	Homo sapiens	9318051806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050033/ERR8050033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050033/ERR8050033_2.fastq.gz	f0565e71962b9d73b7af2f598f33065f;6fdcdd6c96a6bbd7678a8fd3b3bb7d7a
ERR8050034	SAMEA12338232	ERX7616751	PRJEB49971	9606	Homo sapiens	23843706586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050034/ERR8050034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050034/ERR8050034_2.fastq.gz	a018c71eba38781c331b8b082924e5e8;24d1dc5db1a5dfcb4b05aebf35b2179a
ERR8050035	SAMEA12338233	ERX7616752	PRJEB49971	9606	Homo sapiens	9367988449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050035/ERR8050035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050035/ERR8050035_2.fastq.gz	367fe1fc215e6c55099fba5cdcc2803c;c20a9ff78996412b6d1fa42bf8c8dacb
ERR8050036	SAMEA12338234	ERX7616753	PRJEB49971	9606	Homo sapiens	9313085506	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050036/ERR8050036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050036/ERR8050036_2.fastq.gz	35a303943ee1a2484accac2c10e3d4ac;afb545308123d7818de55e8b1bff382d
ERR8050037	SAMEA12338235	ERX7616754	PRJEB49971	9606	Homo sapiens	10695036634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050037/ERR8050037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050037/ERR8050037_2.fastq.gz	57dfe55a2fc84b814919c33a939bc8ee;6b19065a0a03ffa21199acbad3fef159
ERR8050038	SAMEA12338236	ERX7616755	PRJEB49971	9606	Homo sapiens	7271202787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050038/ERR8050038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050038/ERR8050038_2.fastq.gz	3376db7defae81fa23665c01b4fb5388;c3fa838e3c5972d1c674633401f54bf9
ERR8050039	SAMEA12338237	ERX7616756	PRJEB49971	9606	Homo sapiens	11194660862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050039/ERR8050039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050039/ERR8050039_2.fastq.gz	79ffb93931634c7b3733abb20b8c85d6;1d1b182b5421c11197457b581823c3de
ERR8050040	SAMEA12338238	ERX7616757	PRJEB49971	9606	Homo sapiens	6673656159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050040/ERR8050040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050040/ERR8050040_2.fastq.gz	5585c376a4766c7ceb2e20731c03a177;614dab9b9e03129a59be80a6ec3ade2b
ERR8050041	SAMEA12338239	ERX7616758	PRJEB49971	9606	Homo sapiens	5185219057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050041/ERR8050041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050041/ERR8050041_2.fastq.gz	d95d99f591ecceeef723e0c25dac6cba;80cba85994531d2dfe49c04262b38c3f
ERR8050042	SAMEA12338240	ERX7616759	PRJEB49971	9606	Homo sapiens	17862900914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050042/ERR8050042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050042/ERR8050042_2.fastq.gz	09a97ac1d9c19e9e067a50bb077991f3;f91ea186c112c55ac3d149fed29049d8
ERR8050043	SAMEA12338241	ERX7616760	PRJEB49971	9606	Homo sapiens	10104920077	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050043/ERR8050043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050043/ERR8050043_2.fastq.gz	85df3e091675e89f4f8ad12f50dd7b65;29d7cd130928fd907a6c8cbdfa37d763
ERR8050044	SAMEA12338242	ERX7616761	PRJEB49971	9606	Homo sapiens	24031654970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050044/ERR8050044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050044/ERR8050044_2.fastq.gz	357d9bb49fbe135249369b8a1fa800af;f789041b96ec0b2dbfda5a2fec1dd325
ERR8050045	SAMEA12338243	ERX7616762	PRJEB49971	9606	Homo sapiens	19329991167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050045/ERR8050045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050045/ERR8050045_2.fastq.gz	d27218efd2fc9673f22b1a4166f8b1e4;a8beb6a78cca58863fbc524587ec60e4
ERR8050046	SAMEA12338244	ERX7616763	PRJEB49971	9606	Homo sapiens	10181878180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050046/ERR8050046.fastq.gz	ccf8775673493cb01470c692a7faeaf1
ERR8050047	SAMEA12338245	ERX7616764	PRJEB49971	9606	Homo sapiens	8066853919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050047/ERR8050047.fastq.gz	158cb77fbe99c7a27e8e654ae9a1e711
ERR8050048	SAMEA12338246	ERX7616765	PRJEB49971	9606	Homo sapiens	8919867161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050048/ERR8050048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050048/ERR8050048_2.fastq.gz	7556e5a8b40686f31322753b0a0748e0;e41b0ebc047efc9736ec22b40e21474d
ERR8050049	SAMEA12338247	ERX7616766	PRJEB49971	9606	Homo sapiens	30760847520	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050049/ERR8050049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050049/ERR8050049_2.fastq.gz	1205a8d1c3a394d6da25afa19f29f81d;ec0f3109b19c292b8e95dad79349f3ed
ERR8050050	SAMEA12338248	ERX7616767	PRJEB49971	9606	Homo sapiens	16947653239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050050/ERR8050050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050050/ERR8050050_2.fastq.gz	3b595bec1043dbff34ef0767492adfd0;8b580466a71d921c96dd7f512d54cae5
ERR8050051	SAMEA12338249	ERX7616768	PRJEB49971	9606	Homo sapiens	11905931318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050051/ERR8050051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050051/ERR8050051_2.fastq.gz	ac8f04d5a2973db1a659f53b1b4c36f8;e876597bf30b85d8c6e48bc0f560a3e3
ERR8050052	SAMEA12338250	ERX7616769	PRJEB49971	9606	Homo sapiens	16862819292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050052/ERR8050052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050052/ERR8050052_2.fastq.gz	e73f5e7163981b9454c12eeb67574d5d;83da28a3c3ce9829d09f640e5e7c591d
ERR8050053	SAMEA12338251	ERX7616770	PRJEB49971	9606	Homo sapiens	19278176170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050053/ERR8050053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050053/ERR8050053_2.fastq.gz	9e748574f484e13ee541eada598a44ea;858a843e99c6850fa1bde8dfed58cfa5
ERR8050054	SAMEA12338252	ERX7616771	PRJEB49971	9606	Homo sapiens	10028965156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050054/ERR8050054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050054/ERR8050054_2.fastq.gz	f76c39220a7954786d5e6fb35a70da4e;92d73d4de4346de56272dd72c7a26826
ERR8050055	SAMEA12338253	ERX7616772	PRJEB49971	9606	Homo sapiens	10459853665	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050055/ERR8050055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050055/ERR8050055_2.fastq.gz	ea360b1b95c3f794fb8318d9a1b0d852;508d7b46d3ac42759ead5c81dbd2fabe
ERR8050056	SAMEA12338254	ERX7616773	PRJEB49971	9606	Homo sapiens	5993926906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050056/ERR8050056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050056/ERR8050056_2.fastq.gz	be239eeed8f37e46f36d3f081e274e2a;f6dc4ca94626ccc5c2a9dfa454e3aff6
ERR8050057	SAMEA12338255	ERX7616774	PRJEB49971	9606	Homo sapiens	10884667519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050057/ERR8050057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050057/ERR8050057_2.fastq.gz	f7695c15a30b6e50ab4f82534fa44197;0e3b40dda413860b1b7fa860e4d2fd1c
ERR8050058	SAMEA12338256	ERX7616775	PRJEB49971	9606	Homo sapiens	16254182751	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050058/ERR8050058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050058/ERR8050058_2.fastq.gz	da66307a32950c2a9cc03b062906ccb6;2d9dd511f0ac833b775dccf7636ec6e4
ERR8050060	SAMEA12338258	ERX7616777	PRJEB49971	9606	Homo sapiens	16093161920	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050060/ERR8050060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050060/ERR8050060_2.fastq.gz	a57f9e2afad2acd3f236bc212882422b;27b049da77f02072bf1259e055bbe7ff
ERR8050061	SAMEA12338259	ERX7616778	PRJEB49971	9606	Homo sapiens	22284682568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050061/ERR8050061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050061/ERR8050061_2.fastq.gz	b26cb40058458f39861a91c10274b91e;7a9b7705b8444e7970e462b8362b0988
ERR8050062	SAMEA12338260	ERX7616779	PRJEB49971	9606	Homo sapiens	7345705373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050062/ERR8050062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050062/ERR8050062_2.fastq.gz	ee41e03f9f9c7413f5ba0b677a2cb8c6;0e65984951bf3f071a0b3cdafb47d6e5
ERR8050063	SAMEA12338261	ERX7616780	PRJEB49971	9606	Homo sapiens	7248493524	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050063/ERR8050063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050063/ERR8050063_2.fastq.gz	4f852ddb23e2faab26c551e3ce776a86;f58a9dabef0a756fbf3a38bc5d629eb7
ERR8050064	SAMEA12338262	ERX7616781	PRJEB49971	9606	Homo sapiens	13512848470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050064/ERR8050064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050064/ERR8050064_2.fastq.gz	65d365bda142246ab0dcabab9e619255;11f95bf73ea56c42d1042aefa78b53b4
ERR8050065	SAMEA12338263	ERX7616782	PRJEB49971	9606	Homo sapiens	6014200963	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050065/ERR8050065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050065/ERR8050065_2.fastq.gz	59fa02fa6a3492dd037bc5d4d8e13c3c;e71d90668fe511cab6c8e521ffbd941a
ERR8050066	SAMEA12338264	ERX7616783	PRJEB49971	9606	Homo sapiens	12844221925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050066/ERR8050066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050066/ERR8050066_2.fastq.gz	1ea59b78282e6ed98058a2910851a50e;489eb3350fb5f7a7c34764fad8351cfa
ERR8050067	SAMEA12338265	ERX7616784	PRJEB49971	9606	Homo sapiens	12071093235	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050067/ERR8050067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050067/ERR8050067_2.fastq.gz	cd485a8e72ed6437703db03d1372b9be;d1b253df967851caab5d1e0b73e76474
ERR8050068	SAMEA12338266	ERX7616785	PRJEB49971	9606	Homo sapiens	12439803349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050068/ERR8050068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050068/ERR8050068_2.fastq.gz	b152edd0e1cb65cb98c1b1e62d79ba54;e73d9a532e65ce42e28b2015ede78623
ERR8050069	SAMEA12338267	ERX7616786	PRJEB49971	9606	Homo sapiens	8920834546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050069/ERR8050069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050069/ERR8050069_2.fastq.gz	9163e76952e9b62470812ee5b70d1e6e;3f8e679298eb553fb108011093b198df
ERR8050070	SAMEA12338268	ERX7616787	PRJEB49971	9606	Homo sapiens	8706668061	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050070/ERR8050070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050070/ERR8050070_2.fastq.gz	be2b39bb863e42fc9b80dd24d7ecc23e;f64d3be99b6577bc7d3da6021f29cb19
ERR8050071	SAMEA12338269	ERX7616788	PRJEB49971	9606	Homo sapiens	14864794470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050071/ERR8050071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050071/ERR8050071_2.fastq.gz	1a7f28ee0e59c49324aed08bc5b24bf5;8024e513e9b24a6dca4e461f7910bc96
ERR8050072	SAMEA12338270	ERX7616789	PRJEB49971	9606	Homo sapiens	17410237695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050072/ERR8050072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050072/ERR8050072_2.fastq.gz	1be033fddebe8d577fcbedf4c95cc390;573f0e74dc5e8776f3d312d14578619a
ERR8050073	SAMEA12338271	ERX7616790	PRJEB49971	9606	Homo sapiens	8405906680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050073/ERR8050073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050073/ERR8050073_2.fastq.gz	897ef0b51cffae04a0cd7d09d55c5a86;7de217824a995efe3cd74c9142594f83
ERR8050074	SAMEA12338272	ERX7616791	PRJEB49971	9606	Homo sapiens	5650732194	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050074/ERR8050074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050074/ERR8050074_2.fastq.gz	5ef4c3e64178ddc121c46454f3ed7456;340a23587ee07dcc861427b6e96bcd5b
ERR8050075	SAMEA12338273	ERX7616792	PRJEB49971	9606	Homo sapiens	8234670096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050075/ERR8050075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050075/ERR8050075_2.fastq.gz	3349637091ca33a493d4121d6d895f0f;afea93eb4b43a5fc75cc1cae9e71dabe
ERR8050076	SAMEA12338274	ERX7616793	PRJEB49971	9606	Homo sapiens	12504559153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050076/ERR8050076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050076/ERR8050076_2.fastq.gz	18c2b7f7c4856cc4b78840188c508dfc;e3defccaffd61a36ce3c01ed3ec48172
ERR8050077	SAMEA12338275	ERX7616794	PRJEB49971	9606	Homo sapiens	18075256023	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050077/ERR8050077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050077/ERR8050077_2.fastq.gz	d5682abe10830402816757b6de0b4853;49523623a6d0321a0884385a7e0ce930
ERR8050078	SAMEA12338276	ERX7616795	PRJEB49971	9606	Homo sapiens	7208714325	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050078/ERR8050078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050078/ERR8050078_2.fastq.gz	c3cb1e6264b58d0665bae627ada462d4;0b3f312c07580acc9f1ce2779f98d526
ERR8050079	SAMEA12338277	ERX7616796	PRJEB49971	9606	Homo sapiens	6091136375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050079/ERR8050079.fastq.gz	51fb39c376f973f5a42c7025fd2635ab
ERR8050080	SAMEA12338278	ERX7616797	PRJEB49971	9606	Homo sapiens	14110265800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050080/ERR8050080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050080/ERR8050080_2.fastq.gz	e5ca1f4cd314989ce3f2b22015d34deb;d1a24dbefe59f49a2da0381797086af7
ERR8050081	SAMEA12338279	ERX7616798	PRJEB49971	9606	Homo sapiens	6351218237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050081/ERR8050081.fastq.gz	8e1875c345ca0f00c0cf4c3a2a4467d1
ERR8050082	SAMEA12338280	ERX7616799	PRJEB49971	9606	Homo sapiens	3526438294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050082/ERR8050082.fastq.gz	dec3badea728c5aefa2953264ee6f5c2
ERR8050083	SAMEA12338281	ERX7616800	PRJEB49971	9606	Homo sapiens	8721960494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050083/ERR8050083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050083/ERR8050083_2.fastq.gz	cbbf4be9161c0dd8e87f5f7a9eea1277;c1c5cfbe7426876f79c6c64386052218
ERR8050084	SAMEA12338282	ERX7616801	PRJEB49971	9606	Homo sapiens	1868099669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050084/ERR8050084.fastq.gz	debb53fe9ee921b543390862878da682
ERR8050085	SAMEA12338283	ERX7616802	PRJEB49971	9606	Homo sapiens	4280129424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050085/ERR8050085.fastq.gz	1a2c89043028ce11d406d3a023a0800b
ERR8050086	SAMEA12338284	ERX7616803	PRJEB49971	9606	Homo sapiens	10891716181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050086/ERR8050086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050086/ERR8050086_2.fastq.gz	c90eee8eebfb4c36b7855b7488c9661f;b84ec926dee67fe43acb02dc7a5f5432
ERR8050087	SAMEA12338285	ERX7616804	PRJEB49971	9606	Homo sapiens	6866297393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050087/ERR8050087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050087/ERR8050087_2.fastq.gz	e41731a15d970fa0d5cea02a80d1a87f;f72f1c42b9add901c808400ac7049905
ERR8050088	SAMEA12338286	ERX7616805	PRJEB49971	9606	Homo sapiens	8650447187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050088/ERR8050088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/008/ERR8050088/ERR8050088_2.fastq.gz	c9ed5140a7c76e68af825ed98836088a;149ae3e15570c941196f26dfe86f68c7
ERR8050089	SAMEA12338287	ERX7616806	PRJEB49971	9606	Homo sapiens	6845503718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/009/ERR8050089/ERR8050089.fastq.gz	0a43882456809c630d262b07e5c910bd
ERR8050090	SAMEA12338288	ERX7616807	PRJEB49971	9606	Homo sapiens	6476167796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050090/ERR8050090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/000/ERR8050090/ERR8050090_2.fastq.gz	5e94def56bb826d23753df838107ec65;b854c4173ac5eecbd2a38640eba99ad6
ERR8050091	SAMEA12338289	ERX7616808	PRJEB49971	9606	Homo sapiens	31784500227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050091/ERR8050091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/001/ERR8050091/ERR8050091_2.fastq.gz	32fcc26a9de33dd733ae4acd57aa0ce7;dcd06d594ae82cccb4f2c4cebbed28ad
ERR8050092	SAMEA12338290	ERX7616809	PRJEB49971	9606	Homo sapiens	4621174834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/002/ERR8050092/ERR8050092.fastq.gz	9b47d48b5b54102b6ba968ab71dfb88f
ERR8050093	SAMEA12338291	ERX7616810	PRJEB49971	9606	Homo sapiens	3314338228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/003/ERR8050093/ERR8050093.fastq.gz	c4cf028033a765628da2df80789f10eb
ERR8050094	SAMEA12338292	ERX7616811	PRJEB49971	9606	Homo sapiens	2984750837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/004/ERR8050094/ERR8050094.fastq.gz	16705ee58fa847aaad7af94fc0c86062
ERR8050095	SAMEA12338293	ERX7616812	PRJEB49971	9606	Homo sapiens	6872648127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050095/ERR8050095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/005/ERR8050095/ERR8050095_2.fastq.gz	bb392d8ceb66f889ac8ac3afc68aa4f1;9d2886864266973cf117aace3d8124c7
ERR8050096	SAMEA12338294	ERX7616813	PRJEB49971	9606	Homo sapiens	8151940782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050096/ERR8050096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/006/ERR8050096/ERR8050096_2.fastq.gz	33f04c9ae2b5fb30f63fc1717f32261c;fd6d7001f5809ba0deedb527fc49591d
ERR8050097	SAMEA12338295	ERX7616814	PRJEB49971	9606	Homo sapiens	7887641160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050097/ERR8050097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR805/007/ERR8050097/ERR8050097_2.fastq.gz	fe13a9fcce9dddf7f6e9abde5f37ea75;1fddb867a65a1956636b838fc491ef18
